rep,n,bin,method,bias,variance,rmse,binlabel,pop
65,5,3,BS,-0.018549187701972614,0.10750520401634703,0.328404135754637,100000-1000000,CEU
65,5,3,Rag,-0.004029528102077384,0.11765379032397245,0.34303065084726453,100000-1000000,CEU
65,5,3,Supp,0.09993365304341896,0.8805361246767861,0.9436751875976122,100000-1000000,CEU
65,5,3,Cal,0.09325559119879803,0.03646661438121229,0.21251639859326063,100000-1000000,CEU
65,5,3,mCal,-0.008050149311546833,0.04512480040373595,0.2125784685890698,100000-1000000,CEU
65,5,3,Flex,-0.0034534195366341287,0.06303789829987996,0.2510972409374025,100000-1000000,CEU
65,10,0,Samp,0.04029156020852117,0.02491688064266965,0.16291191014381526,0-1000,CEU
65,10,0,BS,-0.022833826658228668,0.03169347942498166,0.1794849939823374,0-1000,CEU
65,10,0,Rag,-0.003669084027967608,0.15516510160236163,0.3939271046525815,0-1000,CEU
65,10,0,Supp,-0.16178078301313156,1.747204259129669,1.3316821245635202,0-1000,CEU
65,10,0,Cal,-0.016138947792262517,0.024360236658682897,0.15690985403894897,0-1000,CEU
65,10,0,mCal,-0.042243651718560295,0.027118850416461535,0.17000993067165387,0-1000,CEU
65,10,0,Flex,-0.01719888842362708,0.03078744464168301,0.17630441402497948,0-1000,CEU
65,10,1,Samp,0.06239634666968707,0.03428573754379767,0.19539457930434365,1000-10000,CEU
65,10,1,BS,-0.016335354892160106,0.04233143971945826,0.20639351622304195,1000-10000,CEU
65,10,1,Rag,-0.006506547918678319,0.1104142874689824,0.332350150646574,1000-10000,CEU
65,10,1,Supp,-0.07703418706204332,2.3739351548605834,1.5426825405237765,1000-10000,CEU
65,10,1,Cal,-0.008794157320095947,0.03166037942747534,0.17815082551154776,1000-10000,CEU
65,10,1,mCal,-0.042388021363029764,0.03442338029256338,0.19031585495600742,1000-10000,CEU
65,10,1,Flex,-0.014090881113877443,0.04031649422557001,0.20128349946315877,1000-10000,CEU
65,10,2,Samp,0.09154138752645395,0.0260846769179809,0.18564617568980332,10000-100000,CEU
65,10,2,BS,-0.008064765012752781,0.03263562398544501,0.18083325031684835,10000-100000,CEU
65,10,2,Rag,0.004829704052319763,0.06070390392633426,0.2464289552133987,10000-100000,CEU
65,10,2,Supp,-0.054769949487483864,1.85777339084707,1.3641015864714516,10000-100000,CEU
65,10,2,Cal,0.022606679977519643,0.02009355877211777,0.14354309719287708,10000-100000,CEU
65,10,2,mCal,-0.019963536210820407,0.02180697373867296,0.14901515532560336,10000-100000,CEU
65,10,2,Flex,-0.0037146213914291807,0.02878547933935961,0.1697034995262068,10000-100000,CEU
65,10,3,Samp,0.11143932808041737,0.021295101490006806,0.18361324933953352,100000-1000000,CEU
65,10,3,BS,0.0013226171014123337,0.026922136910485367,0.16408499695731574,100000-1000000,CEU
65,10,3,Rag,0.0012074092573169403,0.026182861804364875,0.16181569652379071,100000-1000000,CEU
65,10,3,Supp,-0.06062370186679979,1.0378972531355708,1.0205745863794597,100000-1000000,CEU
65,10,3,Cal,0.046372772938070385,0.013211416995099569,0.12394293471217067,100000-1000000,CEU
65,10,3,mCal,0.0004247195201644758,0.014437296171256811,0.12015605085857149,100000-1000000,CEU
65,10,3,Flex,0.008919171431459571,0.019831863308566386,0.14110781313446166,100000-1000000,CEU
65,25,0,Samp,0.010403871782213085,0.009286275237561007,0.09692531034575921,0-1000,CEU
65,25,0,BS,-0.01284069851786618,0.010097399969421383,0.10130292941395187,0-1000,CEU
65,25,0,Rag,-0.01000951936920545,0.0700255304179716,0.26481261468437284,0-1000,CEU
65,25,0,Supp,-7.801974058045866,62335.13495715397,249.7919249222368,0-1000,CEU
65,25,0,Cal,-0.02006436903363339,0.008558633470497831,0.09466368033842576,0-1000,CEU
65,25,0,mCal,-0.031076850472860913,0.009068876146560248,0.10017308411880312,0-1000,CEU
65,25,0,Flex,-0.013005748840335304,0.00933133194241871,0.09747041317916219,0-1000,CEU
65,25,1,Samp,0.027310011128270802,0.012844871310734316,0.11657919204798338,1000-10000,CEU
65,25,1,BS,-0.0023866067474245536,0.013827911016373378,0.11761635476471897,1000-10000,CEU
65,25,1,Rag,-0.0008534512413953043,0.04308498260143964,0.20757097817484282,1000-10000,CEU
65,25,1,Supp,-0.28791764392482255,130.60172958865328,11.431737670115444,1000-10000,CEU
65,25,1,Cal,-0.006687631321950972,0.012151884596462941,0.11043825881080017,1000-10000,CEU
65,25,1,mCal,-0.02069580194324661,0.012574919481329433,0.11403173110763304,1000-10000,CEU
65,25,1,Flex,-0.0018521414763752713,0.013512497247816143,0.11625802198499961,1000-10000,CEU
65,25,2,Samp,0.03783651994331015,0.009857209971047222,0.10624882216979033,10000-100000,CEU
65,25,2,BS,0.00041364670417322964,0.010670022919702576,0.10329663122918602,10000-100000,CEU
65,25,2,Rag,-0.0029661687494346085,0.021019459766364,0.14501123378350425,10000-100000,CEU
65,25,2,Supp,0.13741917574526288,48.25383913731906,6.94785745155883,10000-100000,CEU
65,25,2,Cal,0.010185795379475213,0.008711996135135092,0.09389220714546885,10000-100000,CEU
65,25,2,mCal,-0.00741641118717102,0.009021274331060198,0.09526949924271352,10000-100000,CEU
65,25,2,Flex,0.004136658375969402,0.010100638778311488,0.10058703057964763,10000-100000,CEU
65,25,3,Samp,0.033302608832094974,0.0029938573400073035,0.06405404823296365,100000-1000000,CEU
65,25,3,BS,-0.00824714099806507,0.0032257038561237846,0.057390933001352666,100000-1000000,CEU
65,25,3,Rag,-0.008668922537115023,0.003709187313813085,0.06151696946182887,100000-1000000,CEU
65,25,3,Supp,0.028044372745418225,3.0923632249800748,1.7587352591628902,100000-1000000,CEU
65,25,3,Cal,0.01086559227089569,0.0021151080223199108,0.04725641879911404,100000-1000000,CEU
65,25,3,mCal,-0.00838029496495217,0.0021910531497505723,0.04755294410917346,100000-1000000,CEU
65,25,3,Flex,-0.0014375315850689763,0.002540173656257381,0.05042063221852194,100000-1000000,CEU
66,5,0,Samp,0.10868543511433325,0.06747849526112012,0.2815866102411691,0-1000,CEU
66,5,0,BS,-0.032900080168168644,0.10814130488964309,0.3304901211302919,0-1000,CEU
